REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (H1),A (Unable to Subtype),A (H3),2009 H1N1,A (Subtyping not Performed),B,H3N2v
Census Regions,New England,1997,40,51,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,1997,40,155,0,0,0,0,0,0,0,0
Census Regions,East North Central,1997,40,127,0,0,0,0,0,0,0,0
Census Regions,West North Central,1997,40,183,0,0,0,0,0,0,0,0
Census Regions,South Atlantic,1997,40,204,0,0,0,0,0,0,0,0
Census Regions,East South Central,1997,40,34,0,0,0,0,0,0,0,0
Census Regions,West South Central,1997,40,339,0,0,0,0,0,0,0,0
Census Regions,Mountain,1997,40,85,0,0,0,0,0,0,0,0
Census Regions,Pacific,1997,40,113,0,0,0,0,0,0,0,0
Census Regions,New England,1997,41,54,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,1997,41,181,0,0,0,0,0,0,0,0
Census Regions,East North Central,1997,41,164,0,0,0,0,0,0,0,0
Census Regions,West North Central,1997,41,208,0,0,0,0,0,0,0,0
Census Regions,South Atlantic,1997,41,237,0,0,0,0,0,0,0,0
Census Regions,East South Central,1997,41,31,0,0,0,0,0,0,0,0
Census Regions,West South Central,1997,41,407,0,0,0,0,0,0,0,0
Census Regions,Mountain,1997,41,86,0,0,0,0,0,0,0,0
Census Regions,Pacific,1997,41,145,7.58620689655172,0,0,0,0,11,0,0
Census Regions,New England,1997,42,43,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,1997,42,174,0,0,0,0,0,0,0,0
Census Regions,East North Central,1997,42,174,0,0,0,0,0,0,0,0
Census Regions,West North Central,1997,42,217,0,0,0,0,0,0,0,0
Census Regions,South Atlantic,1997,42,207,1.44927536231884,0,0,0,0,2,1,0
Census Regions,East South Central,1997,42,46,0,0,0,0,0,0,0,0
Census Regions,West South Central,1997,42,406,0.246305418719212,0,0,0,0,1,0,0
Census Regions,Mountain,1997,42,95,1.05263157894737,0,0,1,0,0,0,0
Census Regions,Pacific,1997,42,190,6.31578947368421,0,0,2,0,10,0,0
Census Regions,New England,1997,43,56,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,1997,43,219,0,0,0,0,0,0,0,0
Census Regions,East North Central,1997,43,183,0,0,0,0,0,0,0,0
Census Regions,West North Central,1997,43,213,0,0,0,0,0,0,0,0
Census Regions,South Atlantic,1997,43,249,0,0,0,0,0,0,0,0
Census Regions,East South Central,1997,43,64,0,0,0,0,0,0,0,0
Census Regions,West South Central,1997,43,435,0,0,0,0,0,0,0,0
Census Regions,Mountain,1997,43,89,0,0,0,0,0,0,0,0
Census Regions,Pacific,1997,43,161,4.34782608695652,0,0,0,0,7,0,0
Census Regions,New England,1997,44,60,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,1997,44,224,3.57142857142857,0,0,8,0,0,0,0
Census Regions,East North Central,1997,44,211,0,0,0,0,0,0,0,0
Census Regions,West North Central,1997,44,246,0,0,0,0,0,0,0,0
Census Regions,South Atlantic,1997,44,244,0,0,0,0,0,0,0,0
Census Regions,East South Central,1997,44,71,0,0,0,0,0,0,0,0
Census Regions,West South Central,1997,44,566,0,0,0,0,0,0,0,0
Census Regions,Mountain,1997,44,112,0,0,0,0,0,0,0,0
Census Regions,Pacific,1997,44,163,1.22699386503067,0,0,1,0,1,0,0
Census Regions,New England,1997,45,74,1.35135135135135,0,0,0,0,1,0,0
Census Regions,Mid-Atlantic,1997,45,244,0,0,0,0,0,0,0,0
Census Regions,East North Central,1997,45,210,0,0,0,0,0,0,0,0
Census Regions,West North Central,1997,45,280,0,0,0,0,0,0,0,0
Census Regions,South Atlantic,1997,45,284,0.352112676056338,0,0,0,0,1,0,0
Census Regions,East South Central,1997,45,79,0,0,0,0,0,0,0,0
Census Regions,West South Central,1997,45,648,0.154320987654321,0,0,0,0,1,0,0
Census Regions,Mountain,1997,45,124,0.806451612903226,0,0,0,0,1,0,0
Census Regions,Pacific,1997,45,163,1.22699386503067,0,0,0,0,2,0,0
Census Regions,New England,1997,46,70,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,1997,46,244,0.819672131147541,0,0,0,0,1,1,0
Census Regions,East North Central,1997,46,259,0,0,0,0,0,0,0,0
Census Regions,West North Central,1997,46,291,0,0,0,0,0,0,0,0
Census Regions,South Atlantic,1997,46,286,0.699300699300699,0,0,1,0,1,0,0
Census Regions,East South Central,1997,46,65,0,0,0,0,0,0,0,0
Census Regions,West South Central,1997,46,716,0.139664804469274,0,0,0,0,1,0,0
Census Regions,Mountain,1997,46,115,0,0,0,0,0,0,0,0
Census Regions,Pacific,1997,46,158,1.89873417721519,0,0,2,0,1,0,0
Census Regions,New England,1997,47,74,1.35135135135135,0,0,0,0,1,0,0
Census Regions,Mid-Atlantic,1997,47,258,0.775193798449612,0,0,2,0,0,0,0
Census Regions,East North Central,1997,47,244,2.04918032786885,0,0,2,0,3,0,0
Census Regions,West North Central,1997,47,342,0.584795321637427,0,0,1,0,1,0,0
Census Regions,South Atlantic,1997,47,291,1.71821305841924,0,0,0,0,5,0,0
Census Regions,East South Central,1997,47,107,0,0,0,0,0,0,0,0
Census Regions,West South Central,1997,47,902,0.332594235033259,0,0,0,0,3,0,0
Census Regions,Mountain,1997,47,108,0.925925925925926,0,0,0,0,1,0,0
Census Regions,Pacific,1997,47,207,1.93236714975845,0,0,0,0,3,1,0
Census Regions,New England,1997,48,57,5.26315789473684,0,0,0,0,3,0,0
Census Regions,Mid-Atlantic,1997,48,273,3.66300366300366,0,0,8,0,2,0,0
Census Regions,East North Central,1997,48,208,0.961538461538462,0,0,2,0,0,0,0
Census Regions,West North Central,1997,48,299,0.668896321070234,0,0,2,0,0,0,0
Census Regions,South Atlantic,1997,48,240,0.416666666666667,0,0,0,0,0,1,0
Census Regions,East South Central,1997,48,85,1.17647058823529,0,0,0,0,1,0,0
Census Regions,West South Central,1997,48,781,1.66453265044814,0,0,1,0,12,0,0
Census Regions,Mountain,1997,48,126,1.58730158730159,0,0,1,0,1,0,0
Census Regions,Pacific,1997,48,173,1.73410404624277,0,0,0,0,3,0,0
Census Regions,New England,1997,49,42,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,1997,49,298,2.01342281879195,0,0,2,0,4,0,0
Census Regions,East North Central,1997,49,302,4.63576158940397,0,0,2,0,12,0,0
Census Regions,West North Central,1997,49,316,0.949367088607595,0,0,2,0,1,0,0
Census Regions,South Atlantic,1997,49,263,1.14068441064639,0,0,0,0,2,1,0
Census Regions,East South Central,1997,49,103,0,0,0,0,0,0,0,0
Census Regions,West South Central,1997,49,913,0.985761226725082,0,0,2,0,7,0,0
Census Regions,Mountain,1997,49,149,2.01342281879195,0,0,2,0,1,0,0
Census Regions,Pacific,1997,49,221,0.904977375565611,0,0,1,0,1,0,0
Census Regions,New England,1997,50,45,2.22222222222222,0,0,0,0,1,0,0
Census Regions,Mid-Atlantic,1997,50,381,3.93700787401575,0,0,8,0,6,1,0
Census Regions,East North Central,1997,50,337,3.85756676557864,0,0,9,0,4,0,0
Census Regions,West North Central,1997,50,462,1.51515151515152,0,0,1,0,6,0,0
Census Regions,South Atlantic,1997,50,306,2.61437908496732,0,0,1,0,7,0,0
Census Regions,East South Central,1997,50,88,3.40909090909091,0,0,2,0,1,0,0
Census Regions,West South Central,1997,50,1032,2.42248062015504,0,0,2,0,22,1,0
Census Regions,Mountain,1997,50,182,5.49450549450549,0,0,7,0,3,0,0
Census Regions,Pacific,1997,50,253,6.32411067193676,0,0,7,0,9,0,0
Census Regions,New England,1997,51,36,2.77777777777778,0,0,1,0,0,0,0
Census Regions,Mid-Atlantic,1997,51,437,7.32265446224256,0,0,9,0,23,0,0
Census Regions,East North Central,1997,51,350,8.85714285714286,0,0,21,0,10,0,0
Census Regions,West North Central,1997,51,530,4.33962264150943,0,0,7,0,16,0,0
Census Regions,South Atlantic,1997,51,341,8.50439882697947,0,0,11,0,18,0,0
Census Regions,East South Central,1997,51,144,13.1944444444444,0,0,4,0,15,0,0
Census Regions,West South Central,1997,51,1067,6.37300843486411,0,0,13,0,55,0,0
Census Regions,Mountain,1997,51,224,8.92857142857143,0,0,15,0,5,0,0
Census Regions,Pacific,1997,51,281,7.11743772241993,0,0,3,0,17,0,0
Census Regions,New England,1997,52,34,11.7647058823529,0,0,3,0,1,0,0
Census Regions,Mid-Atlantic,1997,52,416,17.3076923076923,0,0,19,0,53,0,0
Census Regions,East North Central,1997,52,336,16.0714285714286,0,0,35,0,19,0,0
Census Regions,West North Central,1997,52,448,8.25892857142857,0,0,10,0,27,0,0
Census Regions,South Atlantic,1997,52,329,7.59878419452888,0,0,6,0,19,0,0
Census Regions,East South Central,1997,52,132,17.4242424242424,0,0,5,0,18,0,0
Census Regions,West South Central,1997,52,1059,8.21529745042493,0,0,0,0,87,0,0
Census Regions,Mountain,1997,52,262,16.793893129771,0,0,25,0,19,0,0
Census Regions,Pacific,1997,52,333,22.8228228228228,0,0,8,0,68,0,0
Census Regions,New England,1997,53,62,12.9032258064516,0,0,6,0,2,0,0
Census Regions,Mid-Atlantic,1997,53,620,23.2258064516129,1,0,30,0,113,0,0
Census Regions,East North Central,1997,53,467,17.558886509636,0,0,51,0,31,0,0
Census Regions,West North Central,1997,53,631,15.0554675118859,0,0,22,0,73,0,0
Census Regions,South Atlantic,1997,53,463,18.7904967602592,0,0,8,0,79,0,0
Census Regions,East South Central,1997,53,133,21.0526315789474,0,0,4,0,24,0,0
Census Regions,West South Central,1997,53,1181,10.6689246401355,0,0,5,0,120,1,0
Census Regions,Mountain,1997,53,337,23.7388724035608,0,0,22,0,58,0,0
Census Regions,Pacific,1997,53,508,27.5590551181102,0,0,13,0,127,0,0
Census Regions,New England,1998,1,148,25,0,0,14,0,23,0,0
Census Regions,Mid-Atlantic,1998,1,915,22.5136612021858,0,0,43,0,163,0,0
Census Regions,East North Central,1998,1,625,19.68,0,0,55,0,68,0,0
Census Regions,West North Central,1998,1,796,18.2160804020101,0,0,32,0,113,0,0
Census Regions,South Atlantic,1998,1,514,15.1750972762646,0,0,8,0,69,1,0
Census Regions,East South Central,1998,1,147,9.52380952380952,0,0,1,0,13,0,0
Census Regions,West South Central,1998,1,1110,13.7837837837838,0,0,7,0,144,2,0
Census Regions,Mountain,1998,1,481,27.2349272349272,0,0,30,0,101,0,0
Census Regions,Pacific,1998,1,558,24.1935483870968,0,0,21,0,114,0,0
Census Regions,New England,1998,2,173,24.8554913294798,0,0,25,0,18,0,0
Census Regions,Mid-Atlantic,1998,2,734,20.1634877384196,1,0,39,0,108,0,0
Census Regions,East North Central,1998,2,494,18.2186234817814,0,0,28,0,62,0,0
Census Regions,West North Central,1998,2,1083,27.1468144044321,0,0,78,0,215,1,0
Census Regions,South Atlantic,1998,2,649,19.2604006163328,0,0,25,0,99,1,0
Census Regions,East South Central,1998,2,142,11.2676056338028,0,0,8,0,8,0,0
Census Regions,West South Central,1998,2,1126,17.2291296625222,0,0,21,0,171,2,0
Census Regions,Mountain,1998,2,587,20.7836456558773,0,0,29,0,93,0,0
Census Regions,Pacific,1998,2,513,23.1968810916179,2,0,28,0,89,0,0
Census Regions,New England,1998,3,228,24.1228070175439,0,0,28,0,27,0,0
Census Regions,Mid-Atlantic,1998,3,675,18.962962962963,0,0,27,0,101,0,0
Census Regions,East North Central,1998,3,757,22.4570673712021,1,0,55,0,114,0,0
Census Regions,West North Central,1998,3,1551,35.2030947775629,0,0,163,0,383,0,0
Census Regions,South Atlantic,1998,3,678,28.1710914454277,0,0,55,0,135,1,0
Census Regions,East South Central,1998,3,115,13.0434782608696,0,0,5,0,10,0,0
Census Regions,West South Central,1998,3,1155,18.0952380952381,0,0,25,0,184,0,0
Census Regions,Mountain,1998,3,529,28.5444234404537,0,0,43,0,108,0,0
Census Regions,Pacific,1998,3,508,24.0157480314961,0,0,52,0,70,0,0
Census Regions,New England,1998,4,286,30.4195804195804,0,0,50,0,37,0,0
Census Regions,Mid-Atlantic,1998,4,710,22.8169014084507,0,0,47,0,115,0,0
Census Regions,East North Central,1998,4,790,28.4810126582278,0,0,62,0,163,0,0
Census Regions,West North Central,1998,4,1745,36.5042979942693,0,0,240,0,397,0,0
Census Regions,South Atlantic,1998,4,740,35.9459459459459,0,0,61,0,205,0,0
Census Regions,East South Central,1998,4,124,18.5483870967742,0,0,18,0,5,0,0
Census Regions,West South Central,1998,4,1215,15.2263374485597,0,0,39,0,145,1,0
Census Regions,Mountain,1998,4,637,31.0832025117739,0,0,26,0,172,0,0
Census Regions,Pacific,1998,4,483,21.9461697722567,0,0,46,0,60,0,0
Census Regions,New England,1998,5,343,19.8250728862974,0,0,34,0,34,0,0
Census Regions,Mid-Atlantic,1998,5,686,26.3848396501458,0,0,40,0,141,0,0
Census Regions,East North Central,1998,5,643,22.3950233281493,0,0,35,0,109,0,0
Census Regions,West North Central,1998,5,1536,33.1380208333333,0,0,108,0,401,0,0
Census Regions,South Atlantic,1998,5,915,38.1420765027322,0,0,88,0,261,0,0
Census Regions,East South Central,1998,5,90,18.8888888888889,0,0,8,0,9,0,0
Census Regions,West South Central,1998,5,1054,14.4212523719165,0,0,49,0,102,1,0
Census Regions,Mountain,1998,5,646,26.7801857585139,0,0,12,0,161,0,0
Census Regions,Pacific,1998,5,375,23.2,0,0,39,0,48,0,0
Census Regions,New England,1998,6,357,28.8515406162465,0,0,57,0,46,0,0
Census Regions,Mid-Atlantic,1998,6,645,26.2015503875969,0,0,35,0,134,0,0
Census Regions,East North Central,1998,6,559,23.0769230769231,0,0,27,0,102,0,0
Census Regions,West North Central,1998,6,1326,27.1493212669683,0,0,119,0,241,0,0
Census Regions,South Atlantic,1998,6,853,35.5216881594373,1,0,50,0,250,2,0
Census Regions,East South Central,1998,6,71,32.3943661971831,0,0,6,0,17,0,0
Census Regions,West South Central,1998,6,1051,15.0333016175071,0,0,38,0,118,2,0
Census Regions,Mountain,1998,6,583,21.7838765008576,0,0,7,0,119,1,0
Census Regions,Pacific,1998,6,422,13.7440758293839,0,0,24,0,34,0,0
Census Regions,New England,1998,7,337,20.7715133531157,0,0,32,0,38,0,0
Census Regions,Mid-Atlantic,1998,7,600,23.5,0,0,24,0,117,0,0
Census Regions,East North Central,1998,7,484,16.9421487603306,0,0,14,0,67,1,0
Census Regions,West North Central,1998,7,1004,21.2151394422311,0,0,80,0,133,0,0
Census Regions,South Atlantic,1998,7,846,29.9054373522459,0,0,45,0,208,0,0
Census Regions,East South Central,1998,7,82,10.9756097560976,0,0,4,0,5,0,0
Census Regions,West South Central,1998,7,714,10.6442577030812,0,0,15,0,58,3,0
Census Regions,Mountain,1998,7,521,19.5777351247601,0,0,4,0,98,0,0
Census Regions,Pacific,1998,7,316,12.9746835443038,0,0,8,0,33,0,0
Census Regions,New England,1998,8,249,18.4738955823293,0,0,10,0,36,0,0
Census Regions,Mid-Atlantic,1998,8,532,20.3007518796992,0,0,9,0,99,0,0
Census Regions,East North Central,1998,8,512,13.28125,0,0,9,0,59,0,0
Census Regions,West North Central,1998,8,764,10.8638743455497,0,0,25,0,56,2,0
Census Regions,South Atlantic,1998,8,600,29.5,0,0,22,0,155,0,0
Census Regions,East South Central,1998,8,92,8.69565217391304,0,0,6,0,2,0,0
Census Regions,West South Central,1998,8,560,7.32142857142857,0,0,7,0,32,2,0
Census Regions,Mountain,1998,8,335,6.56716417910448,0,0,2,0,20,0,0
Census Regions,Pacific,1998,8,331,3.92749244712991,0,0,3,0,10,0,0
Census Regions,New England,1998,9,138,25.3623188405797,0,0,22,0,13,0,0
Census Regions,Mid-Atlantic,1998,9,435,11.7241379310345,0,0,4,0,47,0,0
Census Regions,East North Central,1998,9,422,13.5071090047393,0,0,11,0,45,1,0
Census Regions,West North Central,1998,9,482,7.67634854771784,0,0,9,0,27,1,0
Census Regions,South Atlantic,1998,9,495,15.1515151515152,0,0,4,0,70,1,0
Census Regions,East South Central,1998,9,90,3.33333333333333,0,0,2,0,1,0,0
Census Regions,West South Central,1998,9,520,2.30769230769231,0,0,1,0,11,0,0
Census Regions,Mountain,1998,9,280,5,0,0,0,0,14,0,0
Census Regions,Pacific,1998,9,307,7.49185667752443,0,0,10,0,13,0,0
Census Regions,New England,1998,10,109,17.4311926605505,0,0,16,0,3,0,0
Census Regions,Mid-Atlantic,1998,10,389,7.45501285347044,0,0,0,0,29,0,0
Census Regions,East North Central,1998,10,424,14.1509433962264,0,0,6,0,53,1,0
Census Regions,West North Central,1998,10,391,4.0920716112532,0,0,4,0,12,0,0
Census Regions,South Atlantic,1998,10,378,8.994708994709,0,0,7,0,27,0,0
Census Regions,East South Central,1998,10,67,4.47761194029851,0,0,3,0,0,0,0
Census Regions,West South Central,1998,10,458,4.80349344978166,0,0,8,0,9,5,0
Census Regions,Mountain,1998,10,206,3.88349514563107,0,0,1,0,7,0,0
Census Regions,Pacific,1998,10,236,4.66101694915254,0,0,2,0,9,0,0
Census Regions,New England,1998,11,67,8.95522388059701,0,0,6,0,0,0,0
Census Regions,Mid-Atlantic,1998,11,297,11.1111111111111,0,0,5,0,28,0,0
Census Regions,East North Central,1998,11,375,5.86666666666667,0,0,3,0,19,0,0
Census Regions,West North Central,1998,11,365,4.38356164383562,0,0,10,0,4,2,0
Census Regions,South Atlantic,1998,11,344,7.26744186046512,0,0,0,0,25,0,0
Census Regions,East South Central,1998,11,38,0,0,0,0,0,0,0,0
Census Regions,West South Central,1998,11,410,2.19512195121951,0,0,3,0,3,3,0
Census Regions,Mountain,1998,11,163,1.84049079754601,0,0,2,0,1,0,0
Census Regions,Pacific,1998,11,175,4,0,0,1,0,6,0,0
Census Regions,New England,1998,12,36,8.33333333333333,0,0,3,0,0,0,0
Census Regions,Mid-Atlantic,1998,12,269,7.80669144981413,0,0,2,0,19,0,0
Census Regions,East North Central,1998,12,300,4,0,0,0,0,11,1,0
Census Regions,West North Central,1998,12,310,2.90322580645161,0,0,5,0,3,1,0
Census Regions,South Atlantic,1998,12,344,8.13953488372093,0,0,0,0,28,0,0
Census Regions,East South Central,1998,12,50,0,0,0,0,0,0,0,0
Census Regions,West South Central,1998,12,376,1.59574468085106,0,0,2,0,1,3,0
Census Regions,Mountain,1998,12,164,2.4390243902439,0,0,0,0,3,1,0
Census Regions,Pacific,1998,12,199,0.50251256281407,0,0,0,0,1,0,0
Census Regions,New England,1998,13,28,7.14285714285714,0,0,1,0,1,0,0
Census Regions,Mid-Atlantic,1998,13,210,4.28571428571429,0,0,0,0,9,0,0
Census Regions,East North Central,1998,13,287,4.8780487804878,0,0,3,0,10,1,0
Census Regions,West North Central,1998,13,246,0.40650406504065,0,0,0,0,0,1,0
Census Regions,South Atlantic,1998,13,264,3.03030303030303,0,0,0,0,8,0,0
Census Regions,East South Central,1998,13,46,0,0,0,0,0,0,0,0
Census Regions,West South Central,1998,13,314,2.86624203821656,0,0,4,0,0,5,0
Census Regions,Mountain,1998,13,143,1.3986013986014,0,0,2,0,0,0,0
Census Regions,Pacific,1998,13,145,1.37931034482759,0,0,1,0,1,0,0
Census Regions,New England,1998,14,41,12.1951219512195,0,0,3,0,2,0,0
Census Regions,Mid-Atlantic,1998,14,202,0,0,0,0,0,0,0,0
Census Regions,East North Central,1998,14,182,8.24175824175824,0,0,0,0,13,2,0
Census Regions,West North Central,1998,14,202,0.99009900990099,0,0,2,0,0,0,0
Census Regions,South Atlantic,1998,14,220,2.72727272727273,0,0,0,0,6,0,0
Census Regions,East South Central,1998,14,41,0,0,0,0,0,0,0,0
Census Regions,West South Central,1998,14,297,1.68350168350168,0,0,0,0,1,4,0
Census Regions,Mountain,1998,14,157,0,0,0,0,0,0,0,0
Census Regions,Pacific,1998,14,190,0.526315789473684,0,0,1,0,0,0,0
Census Regions,New England,1998,15,12,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,1998,15,116,0,0,0,0,0,0,0,0
Census Regions,East North Central,1998,15,219,8.21917808219178,0,0,0,0,17,1,0
Census Regions,West North Central,1998,15,171,4.09356725146199,0,0,0,0,4,3,0
Census Regions,South Atlantic,1998,15,219,0.91324200913242,0,0,0,0,2,0,0
Census Regions,East South Central,1998,15,35,2.85714285714286,0,0,0,0,1,0,0
Census Regions,West South Central,1998,15,261,3.06513409961686,0,0,0,0,3,5,0
Census Regions,Mountain,1998,15,142,2.11267605633803,0,0,0,0,0,3,0
Census Regions,Pacific,1998,15,182,0,0,0,0,0,0,0,0
Census Regions,New England,1998,16,16,6.25,0,0,1,0,0,0,0
Census Regions,Mid-Atlantic,1998,16,186,0,0,0,0,0,0,0,0
Census Regions,East North Central,1998,16,207,5.31400966183575,0,0,0,0,10,1,0
Census Regions,West North Central,1998,16,181,0.552486187845304,0,0,0,0,0,1,0
Census Regions,South Atlantic,1998,16,235,0.425531914893617,0,0,0,0,1,0,0
Census Regions,East South Central,1998,16,41,0,0,0,0,0,0,0,0
Census Regions,West South Central,1998,16,293,2.04778156996587,0,0,0,0,5,1,0
Census Regions,Mountain,1998,16,104,0.961538461538462,0,0,0,0,0,1,0
Census Regions,Pacific,1998,16,158,0,0,0,0,0,0,0,0
Census Regions,New England,1998,17,19,5.26315789473684,0,0,1,0,0,0,0
Census Regions,Mid-Atlantic,1998,17,142,0,0,0,0,0,0,0,0
Census Regions,East North Central,1998,17,167,4.19161676646707,0,0,0,0,7,0,0
Census Regions,West North Central,1998,17,165,1.21212121212121,0,0,0,0,0,2,0
Census Regions,South Atlantic,1998,17,164,0,0,0,0,0,0,0,0
Census Regions,East South Central,1998,17,21,0,0,0,0,0,0,0,0
Census Regions,West South Central,1998,17,328,1.21951219512195,0,0,0,0,1,3,0
Census Regions,Mountain,1998,17,116,0.862068965517241,0,0,0,0,0,1,0
Census Regions,Pacific,1998,17,114,0.87719298245614,0,0,0,0,1,0,0
Census Regions,New England,1998,18,13,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,1998,18,137,0,0,0,0,0,0,0,0
Census Regions,East North Central,1998,18,151,7.28476821192053,0,0,3,0,8,0,0
Census Regions,West North Central,1998,18,157,0,0,0,0,0,0,0,0
Census Regions,South Atlantic,1998,18,157,0,0,0,0,0,0,0,0
Census Regions,East South Central,1998,18,41,0,0,0,0,0,0,0,0
Census Regions,West South Central,1998,18,247,2.02429149797571,0,0,0,0,0,5,0
Census Regions,Mountain,1998,18,116,0,0,0,0,0,0,0,0
Census Regions,Pacific,1998,18,123,0,0,0,0,0,0,0,0
Census Regions,New England,1998,19,12,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,1998,19,120,0.833333333333333,0,0,0,0,0,1,0
Census Regions,East North Central,1998,19,108,4.62962962962963,0,0,0,0,5,0,0
Census Regions,West North Central,1998,19,147,0.680272108843537,0,0,0,0,0,1,0
Census Regions,South Atlantic,1998,19,160,0,0,0,0,0,0,0,0
Census Regions,East South Central,1998,19,31,0,0,0,0,0,0,0,0
Census Regions,West South Central,1998,19,246,0.813008130081301,0,0,0,0,0,2,0
Census Regions,Mountain,1998,19,109,0,0,0,0,0,0,0,0
Census Regions,Pacific,1998,19,105,0,0,0,0,0,0,0,0
Census Regions,New England,1998,20,7,0,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,1998,20,111,1.8018018018018,0,0,0,0,0,2,0
Census Regions,East North Central,1998,20,102,0,0,0,0,0,0,0,0
Census Regions,West North Central,1998,20,123,0.813008130081301,0,0,0,0,0,1,0
Census Regions,South Atlantic,1998,20,122,0.819672131147541,0,0,0,0,0,1,0
Census Regions,East South Central,1998,20,44,0,0,0,0,0,0,0,0
Census Regions,West South Central,1998,20,234,1.28205128205128,0,0,0,0,0,3,0
Census Regions,Mountain,1998,20,86,2.32558139534884,0,0,0,0,2,0,0
Census Regions,Pacific,1998,20,109,0,0,0,0,0,0,0,0
Census Regions,New England,1998,21,,,X,X,X,X,X,X,X
Census Regions,Mid-Atlantic,1998,21,,,X,X,X,X,X,X,X
Census Regions,East North Central,1998,21,,,X,X,X,X,X,X,X
Census Regions,West North Central,1998,21,,,X,X,X,X,X,X,X
Census Regions,South Atlantic,1998,21,,,X,X,X,X,X,X,X
Census Regions,East South Central,1998,21,,,X,X,X,X,X,X,X
Census Regions,West South Central,1998,21,,,X,X,X,X,X,X,X
Census Regions,Mountain,1998,21,,,X,X,X,X,X,X,X
Census Regions,Pacific,1998,21,,,X,X,X,X,X,X,X
Census Regions,New England,1998,22,,,X,X,X,X,X,X,X
Census Regions,Mid-Atlantic,1998,22,,,X,X,X,X,X,X,X
Census Regions,East North Central,1998,22,,,X,X,X,X,X,X,X
Census Regions,West North Central,1998,22,,,X,X,X,X,X,X,X
Census Regions,South Atlantic,1998,22,,,X,X,X,X,X,X,X
Census Regions,East South Central,1998,22,,,X,X,X,X,X,X,X
Census Regions,West South Central,1998,22,,,X,X,X,X,X,X,X
Census Regions,Mountain,1998,22,,,X,X,X,X,X,X,X
Census Regions,Pacific,1998,22,,,X,X,X,X,X,X,X
Census Regions,New England,1998,23,,,X,X,X,X,X,X,X
Census Regions,Mid-Atlantic,1998,23,,,X,X,X,X,X,X,X
Census Regions,East North Central,1998,23,,,X,X,X,X,X,X,X
Census Regions,West North Central,1998,23,,,X,X,X,X,X,X,X
Census Regions,South Atlantic,1998,23,,,X,X,X,X,X,X,X
Census Regions,East South Central,1998,23,,,X,X,X,X,X,X,X
Census Regions,West South Central,1998,23,,,X,X,X,X,X,X,X
Census Regions,Mountain,1998,23,,,X,X,X,X,X,X,X
Census Regions,Pacific,1998,23,,,X,X,X,X,X,X,X
Census Regions,New England,1998,24,,,X,X,X,X,X,X,X
Census Regions,Mid-Atlantic,1998,24,,,X,X,X,X,X,X,X
Census Regions,East North Central,1998,24,,,X,X,X,X,X,X,X
Census Regions,West North Central,1998,24,,,X,X,X,X,X,X,X
Census Regions,South Atlantic,1998,24,,,X,X,X,X,X,X,X
Census Regions,East South Central,1998,24,,,X,X,X,X,X,X,X
Census Regions,West South Central,1998,24,,,X,X,X,X,X,X,X
Census Regions,Mountain,1998,24,,,X,X,X,X,X,X,X
Census Regions,Pacific,1998,24,,,X,X,X,X,X,X,X
Census Regions,New England,1998,25,,,X,X,X,X,X,X,X
Census Regions,Mid-Atlantic,1998,25,,,X,X,X,X,X,X,X
Census Regions,East North Central,1998,25,,,X,X,X,X,X,X,X
Census Regions,West North Central,1998,25,,,X,X,X,X,X,X,X
Census Regions,South Atlantic,1998,25,,,X,X,X,X,X,X,X
Census Regions,East South Central,1998,25,,,X,X,X,X,X,X,X
Census Regions,West South Central,1998,25,,,X,X,X,X,X,X,X
Census Regions,Mountain,1998,25,,,X,X,X,X,X,X,X
Census Regions,Pacific,1998,25,,,X,X,X,X,X,X,X
Census Regions,New England,1998,26,,,X,X,X,X,X,X,X
Census Regions,Mid-Atlantic,1998,26,,,X,X,X,X,X,X,X
Census Regions,East North Central,1998,26,,,X,X,X,X,X,X,X
Census Regions,West North Central,1998,26,,,X,X,X,X,X,X,X
Census Regions,South Atlantic,1998,26,,,X,X,X,X,X,X,X
Census Regions,East South Central,1998,26,,,X,X,X,X,X,X,X
Census Regions,West South Central,1998,26,,,X,X,X,X,X,X,X
Census Regions,Mountain,1998,26,,,X,X,X,X,X,X,X
Census Regions,Pacific,1998,26,,,X,X,X,X,X,X,X
Census Regions,New England,1998,27,,,X,X,X,X,X,X,X
Census Regions,Mid-Atlantic,1998,27,,,X,X,X,X,X,X,X
Census Regions,East North Central,1998,27,,,X,X,X,X,X,X,X
Census Regions,West North Central,1998,27,,,X,X,X,X,X,X,X
Census Regions,South Atlantic,1998,27,,,X,X,X,X,X,X,X
Census Regions,East South Central,1998,27,,,X,X,X,X,X,X,X
Census Regions,West South Central,1998,27,,,X,X,X,X,X,X,X
